Character,raiden_lore,venti_lore,zhongli_lore
raiden_lore,0.9999999999999999,0.7474401203914167,0.7583530587617218
venti_lore,0.7474401203914167,0.9999999999999998,0.7442245692551281
zhongli_lore,0.7583530587617218,0.7442245692551281,0.9999999999999997
